tweet,task,preprocessed,gpe_count,org_count,sentence_count,pos_tagged,noun
@USER He should not have a job after this. But I guess he is the “lap” dog of some bigwig in broadcasting.,OFF,user he should not have a job after this. but i guess he is the “lap” dog of some bigwig in broadcasting.,0.0,0.058823529411764705,0.125,user_NOUN job_NOUN guess_VERB lap_NOUN dog_NOUN bigwig_NOUN broadcasting_NOUN,user job lap dog bigwig broadcasting
@USER bitch i saw your whole ass tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it,OFF,user bitch i saw your whole ass tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it,0.0,0.058823529411764705,0.0625,user_NOUN bitch_NOUN see_VERB ass_NOUN tweet_NOUN wednesday_PROPN bitch_NOUN talk_VERB shit_NOUN pedal_VERB lmao_NOUN admit_VERB,user bitch ass tweet wednesday bitch shit lmao
@USER @USER Tell B Coach Fulk says hi! Miss that kid! He is a shot blocker!,NOT,user tell b coach fulk says hi ! miss that kid ! he is a shot blocker !,0.0,0.0,0.1875,user_NOUN tell_VERB b_NOUN coach_NOUN fulk_NOUN say_VERB hi_INTJ miss_VERB kid_NOUN shot_NOUN blocker_NOUN,user b coach fulk kid shot blocker
@USER As clear as the mud UKGov are dumping off Swansea. Corbyn offers no solutions &amp; no answers ... being non-committal on everything &amp; hoping 'not being the conservatives' will get him elected. Westminster politics &amp; government have degenerated so much its no longer fit for purpose.,OFF,user as clear as the mud ukgov are dumping off swansea. corbyn offers no solutions &amp; no answers ... being non-committal on everything &amp; hoping 'not being the conservatives' will get him elected. westminster politics &amp; government have degenerated so much its no longer fit for purpose.,0.0,0.17647058823529413,0.1875,user_NOUN clear_ADJ mud_NOUN ukgov_ADJ dump_VERB swansea_NOUN corbyn_PROPN offer_VERB solution_NOUN amp_PROPN answer_NOUN non_ADJ committal_ADJ amp_NOUN hope_VERB conservative_NOUN elect_VERB westminster_PROPN politics_PROPN amp_PROPN government_NOUN degenerate_VERB long_ADV fit_ADJ purpose_NOUN,user mud swansea corbyn solution amp answer amp conservative westminster politics amp government purpose
@USER @USER @USER I'm sure she's worried. Give me a break. Dana is doing a job. You know where u make a living and pay for your own Healthcare etc. You dirt bags that don't even shower crying about gun control should try it.,OFF,user i'm sure she's worried. give me a break. dana is doing a job. you know where u make a living and pay for your own healthcare etc. you dirt bags that don't even shower crying about gun control should try it.,0.0,0.058823529411764705,0.3125,user_PROPN sure_ADJ worried_ADJ break_NOUN dana_PROPN job_NOUN know_VERB u_PRON living_NOUN pay_VERB healthcare_NOUN etc_X dirt_NOUN bag_NOUN shower_VERB cry_VERB gun_NOUN control_NOUN try_VERB,user break dana job living healthcare dirt bag gun control
@USER @USER Somebody's terrified.  What will happen when the #American public knows the #truth about what you've been doing? #DrainTheDeepState   #MAGA #Trump2020 #KAG  URL,NOT,user somebody's terrified. what will happen when the american public knows the truth about what you've been doing ? drainthedeepstate maga trump2020 kag url,0.0,0.058823529411764705,0.1875,user_PROPN somebody_PRON terrified_ADJ happen_VERB american_ADJ public_NOUN know_VERB truth_NOUN drainthedeepstate_VERB maga_NOUN trump2020_PROPN kag_PROPN url_NOUN,user public truth maga trump2020 kag url
@USER You were made a fooln of last night by Kavanaugh so like a spiteful child seeking attention youngo on your wide eyed rant. You are an embarrassment to the chamber and this country,OFF,user you were made a fooln of last night by kavanaugh so like a spiteful child seeking attention youngo on your wide eyed rant. you are an embarrassment to the chamber and this country,0.0,0.058823529411764705,0.125,user_NOUN fooln_NOUN night_NOUN kavanaugh_NOUN like_ADP spiteful_ADJ child_NOUN seek_VERB attention_NOUN youngo_PROPN wide_ADJ eyed_ADJ rant_NOUN embarrassment_NOUN chamber_NOUN country_NOUN,user fooln night kavanaugh child attention youngo rant embarrassment chamber country
@USER @USER @USER That’s how a career in media works...people admire you. If people think you’re a piece of shit you won’t make it far.,OFF,user that’s how a career in media works...people admire you. if people think you’re a piece of shit you won’t make it far.,0.0,0.0,0.125,user_NOUN career_NOUN medium_NOUN work_NOUN people_NOUN admire_VERB people_NOUN think_VERB piece_NOUN shit_NOUN will_AUX far_ADV,user career medium work people people piece shit
@USER Yeah! You can’t just wing cooking!   There’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage.,OFF,user yeah ! you can’t just wing cooking ! there’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage.,0.0,0.0,0.1875,user_NOUN yeah_INTJ wing_NOUN cooking_NOUN kind_NOUN measurement_NOUN need_VERB follow_VERB end_VERB taste_VERB like_ADP garbage_NOUN,user wing cooking kind measurement garbage
@USER All of them! 😂😂 URL,NOT,user all of them ! 😂😂 url,0.0,0.058823529411764705,0.125,user_NOUN 😂_PROPN 😂_X url_SPACE,user 😂
@USER @USER Congress tried Secret Shah Bano strategy for #TripleTalaq. Then they openly took a position to appease Muslim conservatives for votes. @USER trying to confuse now about their position on it again for votes. PPL of India are smarter now to know their real reason!,NOT,user congress tried secret shah bano strategy for tripletalaq. then they openly took a position to appease muslim conservatives for votes. user trying to confuse now about their position on it again for votes. ppl of india are smarter now to know their real reason !,0.2,0.17647058823529413,0.25,user_PROPN congress_PROPN try_VERB secret_ADJ shah_NOUN bano_NOUN strategy_NOUN tripletalaq_PROPN openly_ADV take_VERB position_NOUN appease_VERB muslim_ADJ conservative_NOUN vote_NOUN user_NOUN try_VERB confuse_VERB position_NOUN vote_NOUN ppl_PROPN india_PROPN smart_ADJ know_VERB real_ADJ reason_NOUN,user congress shah bano strategy tripletalaq position conservative vote user position vote ppl india reason
@USER @USER @USER For the love of all things sacred he cannot be voted in. He is well down towrds the bottom of that scummy swamp. The Scales of Justice need to let him drown in his own shit. Make 2018 the year of holding each other accountable for our responsibilities. ☮️❤️🇨🇦👵🏻,OFF,user for the love of all things sacred he cannot be voted in. he is well down towrds the bottom of that scummy swamp. the scales of justice need to let him drown in his own shit. make 2018 the year of holding each other accountable for our responsibilities. ☮️❤️🇨🇦👵🏻,0.0,0.058823529411764705,0.3125,user_NOUN love_NOUN thing_NOUN sacred_ADJ vote_VERB towrd_NOUN scummy_NOUN swamp_NOUN scale_NOUN justice_NOUN need_VERB let_VERB drown_VERB shit_NOUN 2018_NUM year_NOUN hold_VERB accountable_ADJ responsibility_NOUN ☮_X ️_SPACE ❤_NUM ️_SPACE 🇨_PROPN 🇦_PROPN 👵_NOUN 🏻_VERB,user love thing towrd scummy swamp scale justice shit year responsibility 🇨 🇦 👵
#Liberals had some sort of mutual masturbation awards show. This is me still not caring.   @USER @USER @USER @USER URL,OFF,liberals had some sort of mutual masturbation awards show. this is me still not caring. user url,0.0,0.0,0.1875,liberal_NOUN sort_NOUN mutual_ADJ masturbation_NOUN award_NOUN care_VERB user_NOUN url_PROPN,liberal sort masturbation award user url
.@USER the Kavanaugh accuser issue makes it evident the dbl standards the Dems use to discredit conservatives.  Please release and make public ALL the names of those who used the congressional sexual harassment fund. Let all the their accusers come forward... URL,NOT,.user the kavanaugh accuser issue makes it evident the dbl standards the dems use to discredit conservatives. please release and make public all the names of those who used the congressional sexual harassment fund. let all the their accusers come forward... url,0.0,0.11764705882352941,0.3125,.user_X kavanaugh_NOUN accuser_NOUN issue_NOUN make_VERB evident_ADJ dbl_NOUN standard_NOUN dem_NOUN use_VERB discredit_VERB conservative_NOUN release_VERB public_ADJ name_NOUN congressional_ADJ sexual_ADJ harassment_NOUN fund_NOUN let_VERB accuser_NOUN come_VERB forward_ADV url_PROPN,kavanaugh accuser issue dbl standard dem conservative name harassment fund accuser url
@USER @USER You’d also know this isn’t about women at all b/c Democrats don’t call for justice for women assaulted by Democrats when there is both evidence of injury &amp; police reports. You’d know Dems only demand conservatives be found guilty upon accusation. You’d know this is all political. URL,OFF,user you’d also know this isn’t about women at all b/c democrats don’t call for justice for women assaulted by democrats when there is both evidence of injury &amp; police reports. you’d know dems only demand conservatives be found guilty upon accusation. you’d know this is all political. url,0.0,0.0,0.25,user_NOUN know_VERB woman_NOUN b_NOUN c_PROPN democrats_PROPN justice_NOUN woman_NOUN assault_VERB democrat_NOUN evidence_NOUN injury_PROPN amp_PROPN police_NOUN report_VERB know_VERB dem_NOUN demand_VERB conservative_NOUN find_VERB guilty_ADJ accusation_NOUN know_VERB political_ADJ url_PROPN,user woman b c democrats justice woman democrat evidence injury amp police dem conservative accusation url
@USER @USER @USER @USER @USER also trump IS a fascist- LITERALLY.  the central govt thing for anyone always seems to depend upon who's running it. magas are fine with fascist trump and liberals were fine with obama. my ideas about good government are a bit different. of course i did admit to being a quaker.,OFF,user also trump is a fascist- literally. the central govt thing for anyone always seems to depend upon who's running it. magas are fine with fascist trump and liberals were fine with obama. my ideas about good government are a bit different. of course i did admit to being a quaker.,0.0,0.0,0.3125,user_PROPN trump_NOUN fascist-_ADJ literally_ADV central_ADJ govt_NOUN thing_NOUN depend_VERB run_VERB maga_NOUN fine_ADJ fascist_ADJ trump_NOUN liberal_NOUN fine_ADJ obama_PROPN idea_NOUN good_ADJ government_NOUN bit_NOUN different_ADJ course_ADV admit_VERB quaker_NOUN,user trump govt thing maga trump liberal obama idea government bit quaker
@USER @USER @USER @USER @USER And guys like you are the fat yokels.,OFF,user and guys like you are the fat yokels.,0.0,0.0,0.0625,user_NOUN guy_NOUN like_ADP fat_ADJ yokel_NOUN,user guy yokel
@USER Can you imagine being married to that crazy b#tch? Good God!,OFF,user can you imagine being married to that crazy btch ? good god !,0.0,0.058823529411764705,0.125,user_NOUN imagine_VERB married_ADJ crazy_ADJ btch_NOUN good_ADJ god_PROPN,user btch god
‘WHOA-BAMA!’ Dismayed Michelle Obama fans suffer sticker shock over price of book tour tickets URL #sitroom #TheLead #outfront #AC360 #NPR #PBSnews #PBSnewshour #tcot #tlot #maga #nyc #boston #baltimore #cleveland #chicago #milwaukee #denver #philadelphia #la,NOT,‘whoa-bama !’ dismayed michelle obama fans suffer sticker shock over price of book tour tickets url sitroom thelead outfront ac360 npr pbsnews pbsnewshour tcot tlot maga nyc boston baltimore cleveland chicago milwaukee denver philadelphia la,0.0,0.058823529411764705,0.125,whoa_NOUN bama_NOUN dismay_VERB michelle_PROPN obama_PROPN fan_NOUN suffer_VERB stick_ADJ shock_NOUN price_NOUN book_NOUN tour_NOUN ticket_NOUN url_PROPN sitroom_PROPN thelead_PROPN outfront_PROPN ac360_PROPN npr_PROPN pbsnews_PROPN pbsnewshour_PROPN tcot_PROPN tlot_NOUN maga_PROPN nyc_PROPN boston_PROPN baltimore_PROPN cleveland_PROPN chicago_PROPN milwaukee_PROPN denver_PROPN philadelphia_PROPN la_X,whoa bama michelle obama fan shock price book tour ticket url sitroom thelead outfront ac360 npr pbsnews pbsnewshour tcot tlot maga nyc boston baltimore cleveland chicago milwaukee denver philadelphia
@USER @USER I mean if she is planning on starting tour in February like she said then they will most likely go on sale end of September-beginning of October or somewhere around there,NOT,user i mean if she is planning on starting tour in february like she said then they will most likely go on sale end of september-beginning of october or somewhere around there,0.0,0.0,0.0625,user_NOUN mean_VERB plan_VERB start_VERB tour_NOUN february_PROPN like_SCONJ say_VERB likely_ADV sale_NOUN end_NOUN september_PROPN beginning_NOUN october_PROPN,user tour february sale end september beginning october
@USER @USER I see May in the same light as yourself. Even the last election was about her and not the Conservatives.  A split is coming to the Tory partyvery soon!,NOT,user i see may in the same light as yourself. even the last election was about her and not the conservatives. a split is coming to the tory partyvery soon !,0.0,0.0,0.1875,user_NOUN light_NOUN election_NOUN conservative_NOUN split_NOUN come_VERB tory_ADJ partyvery_NOUN soon_ADV,user light election conservative split partyvery
"@USER can you even imagine being a loser,"" said Lil' Antifa.""",NOT,"user can you even imagine being a loser,"" said lil' antifa.""",0.0,0.058823529411764705,0.0625,user_NOUN imagine_VERB loser_NOUN say_VERB lil_PROPN antifa_NOUN,user loser lil antifa
@USER @USER You mean like gun control policies to try to reduce school shootings?? Or just ones that you like?,NOT,user you mean like gun control policies to try to reduce school shootings ? ? or just ones that you like ?,0.0,0.0,0.125,user_NOUN mean_VERB like_INTJ gun_NOUN control_NOUN policy_NOUN try_VERB reduce_VERB school_NOUN shooting_NOUN one_NOUN like_VERB,user gun control policy school shooting one
@USER You are lying. Stick with the facts. We pay more than that now.,NOT,user you are lying. stick with the facts. we pay more than that now.,0.0,0.058823529411764705,0.1875,user_NOUN lie_VERB stick_VERB fact_NOUN pay_VERB,user fact
@USER Am I an ass or is it kinda weird Char wore a shirt to wrestle the lesbian? I’m joking....but not really,OFF,user am i an ass or is it kinda weird char wore a shirt to wrestle the lesbian ? i’m joking....but not really,0.0,0.058823529411764705,0.1875,user_NOUN ass_NOUN kinda_ADV weird_PROPN char_PROPN wear_VERB shirt_NOUN wrestle_VERB lesbian_NOUN joke_VERB,user ass weird char shirt lesbian
@USER He uses common sense,NOT,user he uses common sense,0.0,0.058823529411764705,0.0625,user_NOUN use_VERB common_ADJ sense_NOUN,user sense
